event_id,timestamp,entity_id,entity_type,event_type,outcome,source_ip,resource,bytes_transferred,severity,metadata
EVT-W2-T1-FAIL-000,2026-09-02T10:00:00+00:00,user_jdoe,user,login,failure,198.51.100.44,/auth/sso,0,medium,"{""reason"": ""invalid_password""}"
EVT-W2-NORM-user_nina-007,2026-09-02T17:07:00+00:00,user_nina,user,file_access,success,10.0.1.66,/shared/docs/report_7.pdf,7767,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_nina""}"
EVT-W2-T4-FW-004,2026-09-02T11:20:00+00:00,service_backup,service_account,firewall_event,denied,10.0.14.2,/port/445,0,high,"{""action"": ""drop_packet"", ""rule"": ""FW-BLOCK-SMB-RDP""}"
EVT-W2-NORM-user_mike-006,2026-09-02T17:01:00+00:00,user_mike,user,file_access,success,10.0.1.170,/shared/docs/report_1.pdf,12323,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_mike""}"
EVT-W2-NORM-user_frank-004,2026-09-02T16:35:00+00:00,user_frank,user,file_access,success,10.0.1.60,/shared/docs/report_7.pdf,12991,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_frank""}"
EVT-W2-T1-FAIL-001,2026-09-02T10:03:00+00:00,user_jdoe,user,login,failure,198.51.100.44,/auth/sso,0,medium,"{""reason"": ""invalid_password""}"
EVT-W2-NORM-user_judy-008,2026-09-02T12:41:00+00:00,user_judy,user,login,success,10.0.1.31,/shared/docs/report_1.pdf,22356,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_judy""}"
EVT-W2-NORM-user_laura-004,2026-09-02T13:39:00+00:00,user_laura,user,file_access,success,10.0.1.188,/shared/docs/report_7.pdf,39650,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_laura""}"
EVT-W2-NORM-user_kevin-003,2026-09-02T13:51:00+00:00,user_kevin,user,file_access,success,10.0.1.52,/shared/docs/report_2.pdf,43823,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_kevin""}"
EVT-W2-NORM-user_laura-003,2026-09-02T14:38:00+00:00,user_laura,user,file_access,success,10.0.1.188,/shared/docs/report_2.pdf,8770,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_laura""}"
EVT-W2-NORM-user_judy-004,2026-09-02T15:17:00+00:00,user_judy,user,login,success,10.0.1.31,/shared/docs/report_6.pdf,14738,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_judy""}"
EVT-W2-NORM-user_dave-009,2026-09-02T09:48:00+00:00,user_dave,user,file_access,success,10.0.1.92,/shared/docs/report_10.pdf,3136,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_dave""}"
EVT-W2-NORM-user_heidi-001,2026-09-02T13:42:00+00:00,user_heidi,user,login,success,10.0.1.147,/shared/docs/report_8.pdf,19350,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_heidi""}"
EVT-W2-NORM-user_ivan-007,2026-09-02T14:05:00+00:00,user_ivan,user,data_transfer,success,10.0.1.188,/shared/docs/report_1.pdf,17831,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_ivan""}"
EVT-W2-NORM-user_carol-001,2026-09-02T16:07:00+00:00,user_carol,user,login,success,10.0.1.142,/shared/docs/report_7.pdf,32727,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_carol""}"
EVT-W2-T2-CFG-000,2026-09-02T13:00:00+00:00,admin_mscott,user,config_change,success,10.0.1.5,/etc/auditd/auditd.conf,0,high,"{""action"": ""disable_logging""}"
EVT-W2-NORM-user_heidi-005,2026-09-02T12:24:00+00:00,user_heidi,user,file_access,success,10.0.1.147,/shared/docs/report_10.pdf,19890,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_heidi""}"
EVT-W2-NORM-user_frank-005,2026-09-02T17:47:00+00:00,user_frank,user,file_access,success,10.0.1.60,/shared/docs/report_2.pdf,18604,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_frank""}"
EVT-W2-NORM-user_peggy-010,2026-09-02T16:02:00+00:00,user_peggy,user,login,success,10.0.1.47,/shared/docs/report_6.pdf,19313,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_peggy""}"
EVT-W2-T2-CFG-002,2026-09-02T13:16:00+00:00,admin_mscott,user,config_change,success,10.0.1.5,/etc/auditd/auditd.conf,0,high,"{""action"": ""disable_logging""}"
EVT-W2-NORM-user_mike-000,2026-09-02T17:35:00+00:00,user_mike,user,file_access,success,10.0.1.170,/shared/docs/report_2.pdf,27422,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_mike""}"
EVT-W2-T1-ODD-004,2026-09-03T03:30:00+00:00,user_jdoe,user,file_access,success,198.51.100.44,/secure/finance/q3_salary_data.xlsx,1200000,high,"{""session"": ""nightly_ssh""}"
EVT-W2-NORM-user_kevin-002,2026-09-02T13:54:00+00:00,user_kevin,user,file_access,success,10.0.1.52,/shared/docs/report_3.pdf,35903,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_kevin""}"
EVT-W2-NORM-user_nina-002,2026-09-02T16:21:00+00:00,user_nina,user,file_access,success,10.0.1.66,/shared/docs/report_6.pdf,20923,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_nina""}"
EVT-W2-NORM-user_ivan-002,2026-09-02T13:20:00+00:00,user_ivan,user,data_transfer,success,10.0.1.188,/shared/docs/report_3.pdf,13659,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_ivan""}"
EVT-W2-NORM-user_ivan-003,2026-09-02T11:50:00+00:00,user_ivan,user,file_access,success,10.0.1.188,/shared/docs/report_9.pdf,33385,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_ivan""}"
EVT-W2-NORM-user_bob-010,2026-09-02T16:06:00+00:00,user_bob,user,login,success,10.0.1.24,/shared/docs/report_10.pdf,19134,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_bob""}"
EVT-W2-NORM-user_peggy-008,2026-09-02T10:30:00+00:00,user_peggy,user,data_transfer,success,10.0.1.47,/shared/docs/report_5.pdf,18501,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_peggy""}"
EVT-W2-T1-FAIL-004,2026-09-02T10:12:00+00:00,user_jdoe,user,login,failure,198.51.100.44,/auth/sso,0,medium,"{""reason"": ""invalid_password""}"
EVT-W2-NORM-user_frank-008,2026-09-02T17:30:00+00:00,user_frank,user,file_access,success,10.0.1.60,/shared/docs/report_6.pdf,36670,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_frank""}"
EVT-W2-NORM-user_heidi-007,2026-09-02T09:58:00+00:00,user_heidi,user,data_transfer,success,10.0.1.147,/shared/docs/report_5.pdf,15581,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_heidi""}"
EVT-W2-NORM-user_bob-009,2026-09-02T09:35:00+00:00,user_bob,user,file_access,success,10.0.1.24,/shared/docs/report_3.pdf,42303,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_bob""}"
EVT-W2-NORM-user_laura-009,2026-09-02T10:20:00+00:00,user_laura,user,data_transfer,success,10.0.1.188,/shared/docs/report_6.pdf,44088,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_laura""}"
EVT-W2-NORM-user_carol-005,2026-09-02T16:58:00+00:00,user_carol,user,data_transfer,success,10.0.1.142,/shared/docs/report_5.pdf,39069,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_carol""}"
EVT-W2-T1-FAIL-005,2026-09-02T10:15:00+00:00,user_jdoe,user,login,failure,198.51.100.44,/auth/sso,0,medium,"{""reason"": ""invalid_password""}"
EVT-W2-NORM-user_frank-003,2026-09-02T13:26:00+00:00,user_frank,user,data_transfer,success,10.0.1.60,/shared/docs/report_8.pdf,16473,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_frank""}"
EVT-W2-NORM-user_quinn-003,2026-09-02T09:28:00+00:00,user_quinn,user,login,success,10.0.1.185,/shared/docs/report_6.pdf,47313,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_quinn""}"
EVT-W2-NORM-user_mike-001,2026-09-02T14:55:00+00:00,user_mike,user,data_transfer,success,10.0.1.170,/shared/docs/report_1.pdf,19350,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_mike""}"
EVT-W2-NORM-user_laura-010,2026-09-02T13:23:00+00:00,user_laura,user,file_access,success,10.0.1.188,/shared/docs/report_8.pdf,4899,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_laura""}"
EVT-W2-NORM-user_frank-001,2026-09-02T10:14:00+00:00,user_frank,user,login,success,10.0.1.60,/shared/docs/report_8.pdf,8198,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_frank""}"
EVT-W2-NORM-user_quinn-006,2026-09-02T13:24:00+00:00,user_quinn,user,data_transfer,success,10.0.1.185,/shared/docs/report_6.pdf,44992,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_quinn""}"
EVT-W2-NORM-user_ivan-009,2026-09-02T13:37:00+00:00,user_ivan,user,data_transfer,success,10.0.1.188,/shared/docs/report_6.pdf,7600,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_ivan""}"
,2026-09-02T09:00:00+00:00,user_malformed_1,,login,success,,,,,
EVT-W2-NORM-user_judy-000,2026-09-02T09:19:00+00:00,user_judy,user,data_transfer,success,10.0.1.31,/shared/docs/report_2.pdf,6869,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_judy""}"
EVT-W2-T3-EXFIL-003,2026-09-02T14:36:00+00:00,dev_alice,user,data_transfer,success,10.0.2.14,/customer_db/dump_2026.tar.gz,36700160,critical,"{""proto"": ""sftp"", ""dest"": ""203.0.113.88""}"
EVT-W2-NORM-user_dave-012,2026-09-02T14:26:00+00:00,user_dave,user,file_access,success,10.0.1.92,/shared/docs/report_6.pdf,44417,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_dave""}"
EVT-W2-NORM-user_ivan-008,2026-09-02T17:07:00+00:00,user_ivan,user,data_transfer,success,10.0.1.188,/shared/docs/report_6.pdf,44594,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_ivan""}"
EVT-W2-NORM-user_peggy-001,2026-09-02T15:55:00+00:00,user_peggy,user,file_access,success,10.0.1.47,/shared/docs/report_6.pdf,15020,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_peggy""}"
EVT-W2-NORM-user_dave-004,2026-09-02T13:28:00+00:00,user_dave,user,login,success,10.0.1.92,/shared/docs/report_8.pdf,45633,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_dave""}"
EVT-W2-NORM-user_quinn-002,2026-09-02T12:20:00+00:00,user_quinn,user,data_transfer,success,10.0.1.185,/shared/docs/report_9.pdf,10386,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_quinn""}"
EVT-W2-T1-FAIL-002,2026-09-02T10:06:00+00:00,user_jdoe,user,login,failure,198.51.100.44,/auth/sso,0,medium,"{""reason"": ""invalid_password""}"
EVT-W2-NORM-user_grace-005,2026-09-02T09:39:00+00:00,user_grace,user,login,success,10.0.1.104,/shared/docs/report_4.pdf,41863,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_grace""}"
EVT-W2-NORM-user_ivan-011,2026-09-02T14:58:00+00:00,user_ivan,user,file_access,success,10.0.1.188,/shared/docs/report_2.pdf,42141,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_ivan""}"
EVT-NO-ENTITY-001,2026-09-02T10:00:00+00:00,   ,,file_access,success,,,,,
EVT-W2-NORM-user_judy-001,2026-09-02T12:56:00+00:00,user_judy,user,file_access,success,10.0.1.31,/shared/docs/report_7.pdf,30229,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_judy""}"
EVT-W2-NORM-user_bob-004,2026-09-02T13:14:00+00:00,user_bob,user,login,success,10.0.1.24,/shared/docs/report_4.pdf,21179,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_bob""}"
EVT-W2-NORM-user_grace-008,2026-09-02T09:20:00+00:00,user_grace,user,login,success,10.0.1.104,/shared/docs/report_5.pdf,23992,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_grace""}"
EVT-W2-NORM-user_judy-005,2026-09-02T16:28:00+00:00,user_judy,user,file_access,success,10.0.1.31,/shared/docs/report_6.pdf,7011,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_judy""}"
EVT-W2-T4-FW-001,2026-09-02T11:05:00+00:00,service_backup,service_account,firewall_event,denied,10.0.11.2,/port/3389,0,high,"{""action"": ""drop_packet"", ""rule"": ""FW-BLOCK-SMB-RDP""}"
EVT-W2-NORM-user_quinn-004,2026-09-02T10:32:00+00:00,user_quinn,user,file_access,success,10.0.1.185,/shared/docs/report_1.pdf,16736,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_quinn""}"
EVT-W2-NORM-user_carol-000,2026-09-02T16:21:00+00:00,user_carol,user,file_access,success,10.0.1.142,/shared/docs/report_1.pdf,17046,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_carol""}"
EVT-W2-NORM-user_laura-012,2026-09-02T10:47:00+00:00,user_laura,user,file_access,success,10.0.1.188,/shared/docs/report_3.pdf,36962,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_laura""}"
EVT-W2-NORM-user_kevin-000,2026-09-02T12:04:00+00:00,user_kevin,user,file_access,success,10.0.1.52,/shared/docs/report_10.pdf,14652,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_kevin""}"
EVT-W2-NORM-user_bob-005,2026-09-02T10:47:00+00:00,user_bob,user,file_access,success,10.0.1.24,/shared/docs/report_4.pdf,14680,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_bob""}"
EVT-W2-NORM-user_oscar-004,2026-09-02T15:11:00+00:00,user_oscar,user,file_access,success,10.0.1.193,/shared/docs/report_7.pdf,35403,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_oscar""}"
EVT-W2-T4-FW-005,2026-09-02T11:25:00+00:00,service_backup,service_account,firewall_event,denied,10.0.15.2,/port/3389,0,high,"{""action"": ""drop_packet"", ""rule"": ""FW-BLOCK-SMB-RDP""}"
EVT-W2-NORM-user_nina-000,2026-09-02T11:36:00+00:00,user_nina,user,data_transfer,success,10.0.1.66,/shared/docs/report_2.pdf,9797,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_nina""}"
EVT-W2-NORM-user_oscar-002,2026-09-02T13:13:00+00:00,user_oscar,user,file_access,success,10.0.1.193,/shared/docs/report_5.pdf,19469,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_oscar""}"
EVT-W2-NORM-user_nina-005,2026-09-02T16:42:00+00:00,user_nina,user,data_transfer,success,10.0.1.66,/shared/docs/report_8.pdf,40285,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_nina""}"
EVT-W2-NORM-user_carol-006,2026-09-02T15:19:00+00:00,user_carol,user,login,success,10.0.1.142,/shared/docs/report_10.pdf,49002,info,"{""dept"": ""marketing"", ""workstation"": ""WS-user_carol""}"
